group-id	STD-NC	STD-NC	STD-NC	STD-NC	STD-NC	STD-NC	STD-NC	HSD-NC	HSD-NC	HSD-NC	HSD-NC	HSD-NC	HSD-NC	HSD-NC	HSD-NC
subject_id	S210421121682	S210421121683	S210421121684	S210421121688	S210421121689	S210421121690	S210421121694	S210421121695	S210421121696	S210421121697	S210421121698	S210421121699	S210421121700	S210421121701	S210421121702
Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae	3.563791874554526e-05	0.007437374464698525	0.001491626550952607	0.06051967761120568	0.4329070823244552	0.23522027175289054	0.011845653653249993	0.0003716044642082967	0.00010076328186009018	0.0	0.4022845275181724	0.018842530282637954	0.016982047549733138	0.659390074401112	0.012651691195455719
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Prevotellaceae	0.08506771204561654	0.030299010876568007	0.2721667570682758	0.009238940956912287	0.0015208837772397094	0.0002637353363153009	0.0049902966454117	0.10577101732915485	0.1460437816459682	0.0330322505934804	0.0	0.010168984596979213	0.002506873685912987	0.0008993541002371025	0.0
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Muribaculaceae	0.3914825374198147	0.33219009360670027	0.3909332836124483	0.3752896782264515	0.03221095641646489	0.0453202801924213	0.04718098646571061	0.38405321375927465	0.44675920094717486	0.33301488043541194	0.001973001038421599	0.16472259608195006	0.030405951803331718	0.01958139154607146	0.5682933126775109
Bacteria|Firmicutes|Clostridia|Peptostreptococcales-Tissierellales|Peptostreptococcaceae	0.0002851033499643621	0.02042672528138856	0.0013433114109431149	0.01492996452082607	0.15067342615012105	0.21174782682082877	0.009829372180356379	0.0018332486900942636	0.0008564878958107666	0.022320653117943373	0.16812045690550365	0.01704800358905339	0.01787158337376678	0.05616875153298995	0.008262328943971081
Bacteria|Verrucomicrobiota|Verrucomicrobiae|Verrucomicrobiales|Akkermansiaceae	0.0005880256593014968	0.01176715807026187	0.03759576920469184	0.09151781136564058	0.0034881961259079905	0.010992488817621741	0.0	0.00670126717122295	0.08260070030480893	0.024607723930287765	0.0	0.0008972633467922835	0.021187125990619442	0.024425639767803122	0.010069713400464756
Bacteria|Firmicutes|Bacilli|Erysipelotrichales|Erysipelotrichaceae	0.0017729864575908767	0.01189032478114223	0.002822225235609194	0.045261582002009804	0.0891116828087167	0.07358215883196895	0.059959170300173906	0.0029666423059295684	0.006423659218580749	0.10222338023276012	0.1308411214953271	0.07245401525347689	0.03776483907488274	0.08946529310767722	0.005422153369481022
Bacteria|Firmicutes|Clostridia|Oscillospirales|[Eubacterium]_coprostanoligenes_group	0.00413399857448325	0.08687990298252928	0.02153112075394942	0.03761202600438875	0.11608656174334141	0.13627732298084227	0.002923608135695743	0.013272472779972996	0.022507998085497645	0.05798737768513693	0.010072689511941848	0.004635860625093465	0.013262170467410642	0.0021666257869348378	0.0699715982442551
Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae	0.008579828937990022	0.061858111949065826	0.08271323479557936	0.0006665162732511638	0.01875	0.04880158663178327	0.07797968596416059	0.05530713108966816	0.005214499836259667	0.04328064385385907	0.027414330218068536	0.011365335726035592	0.0017790716480672812	0.002616302837053389	0.0
Bacteria|Firmicutes|Clostridia|Oscillospirales|Ruminococcaceae	0.10015146115466857	0.0981449198468943	0.036985558342938506	0.021943766534730624	0.0007944915254237289	0.002447463921005992	0.04133377019431913	0.11564330926162193	0.02284807416177545	0.02072838862833652	0.011111111111111112	0.016823687752355317	0.053533883228206375	0.03769111274630038	0.06145107152078492
Bacteria|Firmicutes|Clostridia|Lachnospirales|Lachnospiraceae	0.23795438346400571	0.17729374313108728	0.036375347481185163	0.023522897397510307	0.052020278450363194	0.07050173010380623	0.09552133477833506	0.09255428521881309	0.07339345542484318	0.08884835852006254	0.05212876427829699	0.10086735456856587	0.1363415817564289	0.010444771482299076	0.08675445391169635
Bacteria|Firmicutes|Clostridia|Clostridia_UCG-014|Clostridia_UCG-014	0.011519957234497506	0.07082085875620571	0.02353973150722083	0.237495129304157	0.05700665859564165	0.10002953835766731	0.27524762456838975	0.03585363738836383	0.116205254805149	0.17697296045394012	0.06998961578400831	0.28189023478390907	0.26791201682031374	0.036546480255089525	0.06222566485928221
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Bacteroidaceae	0.009542052744119744	0.0011085003979232199	0.03329039256898773	0.0026250487069584298	0.0004464285714285714	0.0	0.0	0.0047007964722349535	0.004194271607426254	0.0002026518441317816	0.0	0.03237625243008823	0.0	0.0001839587932303164	0.0
Bacteria|Firmicutes|Clostridia|Christensenellales|Christensenellaceae	0.0012116892373485388	0.0017432826770758328	0.000682249644043664	0.004511802465084801	0.0005750605326876513	0.0020360367963541226	0.1672757516949366	0.0016350596425165054	0.003136257147895307	0.0025476231833709687	0.04153686396677051	0.030133094063107522	0.0037198770823224972	0.003863134657836645	0.0
Bacteria|Firmicutes|Clostridia|Oscillospirales|Oscillospiraceae	0.11622416250890948	0.0505930950847008	0.013674655908875177	0.01535038247779988	0.002095944309927361	0.007036458772892227	0.01391234216296595	0.09158192020413472	0.026765246744086455	0.008424526663192634	0.007892004153686396	0.018917302228203977	0.20410803816917353	0.0014921102117570108	0.035114898011877095
Bacteria|Firmicutes|Bacilli	0.0	0.0009000644256641528	0.0024323682961556715	0.00014355735116178912	0.0014225181598062954	0.0006540636340619462	0.004360208685132445	0.023671204370068498	0.008653046829735245	0.02347866365583927	0.0009345794392523365	0.0	0.0	0.0014307906140135721	0.0
Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae	0.0004098360655737705	0.002368590593853034	0.0004322326937419486	0.003547917392998503	0.00552360774818402	0.007774917714575069	0.009879779217178718	0.002025244329935217	0.004244653248356299	0.01001679115279949	0.01557632398753894	0.00904740541348886	0.027818211224324763	0.00666339628812035	0.018590240123934933
Bacteria|Actinobacteriota|Actinobacteria|Bifidobacteriales|Bifidobacteriaceae	0.0	0.0	0.003271408231066513	0.01918541457312196	0.010457021791767555	0.005992066841083636	0.001512211104670212	0.0	0.0	0.004603091888136182	0.0076843198338525445	0.010468072379243309	0.004609412906356138	0.0001635189273158368	0.0
Bacteria|Firmicutes|Clostridia|Monoglobales|Monoglobaceae	0.005167498218104063	0.009588054723917081	5.508848057495423e-05	0.007823875638317507	0.004010290556900727	0.009294033251751203	0.06028681603951912	0.016666460219742107	0.00034007607627780436	0.0010422094841063053	0.002284527518172378	0.0	0.07908782144590004	0.0019622271277900416	0.026336173508907823
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Rikenellaceae	0.008517462580185316	0.003666578239284496	0.011755034239609465	0.003291564980209594	9.836561743341405e-05	0.0	0.0	0.009767004000941397	0.0026576315590598784	0.0	0.0	0.0	0.0	0.000204398659144796	0.0
Bacteria|Patescibacteria|Saccharimonadia|Saccharimonadales|Saccharimonadaceae	0.0005078403421240199	0.0012885132830560504	0.001178045969218252	0.003804269805787412	0.005614406779661017	0.01534939657355051	0.00635128663961489	0.0014864178568331867	0.0012343502027861047	0.009843089572115106	0.003738317757009346	0.01525347689546882	0.032508491023774864	0.0005518763796909492	0.012651691195455719
Bacteria|Bacteroidota|Bacteroidia|Bacteroidales|Tannerellaceae	0.00032074126870990734	0.0004831924811460189	0.008631941148552444	0.0006460080802280511	0.0002799636803874092	0.0	0.0	0.002464976279248368	0.0022923646623170518	0.0008395576399745238	0.0	0.0011215791834903544	0.0	0.0	0.0
Bacteria|Proteobacteria|Gammaproteobacteria|Burkholderiales|Sutterellaceae	0.001666072701354241	0.0016295903285708873	0.0040680724116889284	0.0010664260372018621	0.0	0.0	0.0005796809234569146	0.004180550222343338	0.0017255712018540443	0.0	0.0	0.002841333931508898	0.0	0.0	0.0
Bacteria|Firmicutes|Clostridia|Peptococcales|Peptococcaceae	0.003866714183891661	0.004443475954068291	0.007055563089022984	0.0001538114476733455	0.00024213075060532688	0.0002109882690522407	0.0002268316657005318	0.000891850714099912	0.0005793888706955185	0.0004342539517109606	0.0	0.0	0.0	8.17594636579184e-05	0.0
Bacteria|Proteobacteria|Gammaproteobacteria|Burkholderiales|Burkholderiaceae	0.00010691375623663578	0.0003789744950164854	0.0002415417994440301	0.001538114476733455	0.004517251815980629	0.0022786733057641997	0.01262696272399627	0.0002477363094721978	0.0009824419981358792	0.0019686179144230214	0.004776739356178609	0.01301031852848811	0.0016173378618793467	0.004169732646553839	0.0
Bacteria|Firmicutes|Clostridia|Clostridia_vadinBB60_group|Clostridia_vadinBB60_group	0.0007394868139700641	0.0009474362375412134	0.0004025696657400502	0.000307622895346691	0.0	0.00015824120178918052	0.0	0.012585004521187647	0.0	0.0	0.0	0.0	0.0005660682516577713	0.0	0.0
Bacteria|Proteobacteria|Gammaproteobacteria|Burkholderiales|Comamonadaceae	0.0	0.0	0.0	0.0	0.0005750605326876513	0.0002637353363153009	0.006502507750081912	0.0003158637945770522	0.0021412197395269165	0.0020844189682126106	0.001557632398753894	0.06609839988036488	0.0035581432961345623	0.00564140299239637	0.0
Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae	0.0	0.0	8.475150857685267e-05	0.0003896556674391419	0.0007566585956416465	0.0032386699299518946	0.006830153489427124	0.0001238681547360989	0.00030228984558027054	0.0020265184413178158	0.0	0.028189023478390907	0.0009704027171276079	0.0026776224347968276	0.0
Bacteria|Actinobacteriota|Coriobacteriia|Coriobacteriales|uncultured	0.0001781895937277263	0.000492666843521431	0.0	0.0	0.0	0.0007806565954932905	0.012022078282128186	0.0005759869195228599	0.0008061062548807215	0.0011290602744484974	0.00529595015576324	0.0059817556452818905	0.007924955523208798	0.003904014389665604	0.003356571133488252
Bacteria|Actinobacteriota|Coriobacteriia|Coriobacteriales|Atopobiaceae	0.0	0.000634782279152613	0.0	0.0062652529685609405	0.0007415254237288136	0.0015402143640813571	0.0	0.0	0.0	0.0	0.0032191069574247144	0.0	0.0038007439754164647	0.0005314365137764696	0.0
Bacteria|Firmicutes|Clostridia|Oscillospirales|Butyricicoccaceae	0.0016571632216678546	0.0012790389206806382	0.00030086785544782696	0.0006254998872049384	0.0006204600484261501	0.0007068107013250063	0.0	0.0006503078123645192	0.00138549512557624	0.0005790052689479474	0.0	0.008598773740092717	0.0042050784408863015	0.0002861581228027144	0.0
Bacteria|Actinobacteriota|Coriobacteriia|Coriobacteriales|Eggerthellaceae	0.0004009265858873842	0.0009758593246674499	0.0002034036205844464	0.001958532433707266	0.002602905569007264	0.004388555996286607	0.025757995816215944	0.00020438245531456317	0.00025190820465022544	0.003126628452318916	0.005503634475597092	0.008673545685658741	0.007197153485363092	0.01438966560379364	0.0
Eukaryota	0.0	0.0	0.0	0.0	0.001823547215496368	0.0	0.0	0.0013997101485179176	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Bacilli|Erysipelotrichales|Erysipelatoclostridiaceae	0.0007751247327156094	0.0007295259029067344	0.0	0.0	0.0	0.0	0.006653728860548933	0.002043824553145632	0.0	0.001244861328238087	0.001557632398753894	0.0007477194556602363	0.0012130033964095099	0.0	0.0
Bacteria|Firmicutes|Bacilli|RF39|RF39	0.0010334996436208125	0.0013737825444347595	0.0012797477795104752	0.003599187875556285	0.0015662832929782082	0.001793400286944046	0.019356302139778712	0.00169080031214775	0.00801068090787717	0.01971512940767761	0.0042575285565939775	0.027067444294900555	0.012210900857189066	0.0020848663232769194	0.0028401755744900596
Bacteria|Firmicutes|Clostridia|Peptostreptococcales-Tissierellales|Anaerovoracaceae	0.002859942979330007	0.002378064956228446	0.0011229574886432979	0.0019687865302188226	0.0003404963680387409	0.00037977888429403323	0.0	0.0010838463539408654	0.003325188301382976	0.0018528168606334317	0.0	0.0	0.0012938702895034773	0.000204398659144796	0.0
Bacteria|Desulfobacterota|Desulfovibrionia|Desulfovibrionales|Desulfovibrionaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0018270552823574588	0.0	0.0	0.001869158878504673	0.004635860625093465	0.0	0.0	0.0
Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae	0.0	0.0	0.0002034036205844464	0.0	0.00015889830508474575	0.0	0.005015500163822869	0.0	0.0005038164093004509	0.0	0.004049844236760125	0.004262000897263347	0.0	0.002207505518763797	0.0
Bacteria|Firmicutes|Clostridia|Lachnospirales|Defluviitaleaceae	0.00010691375623663578	0.0006537310039034373	0.0001144145365787511	0.0	0.0	0.0	0.0	0.0005450198808388351	0.001662594150691488	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Clostridia|Oscillospirales|UCG-010	0.0004900213827512474	0.0013737825444347595	0.0008178520577666283	0.001538114476733455	4.5399515738498786e-05	0.0	0.0	0.0012944222169922334	0.0006423659218580749	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Moraxellaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0011593618469138292	4.954726189443956e-05	0.0	0.0	0.0	0.0	0.0	0.0027389420325402663	0.0
Bacteria|Proteobacteria|Gammaproteobacteria|Burkholderiales|Alcaligenaceae	0.0	4.7371811877060675e-05	0.0	0.00010254096511556367	7.566585956416465e-05	0.0001793400286944046	0.0009577336996244676	0.0	0.0	0.0	0.0	0.0035142814416031106	0.0	0.001124192625296378	0.0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae	0.0	0.0	0.0	0.0	0.0	0.00022153768250485274	0.0	0.0002477363094721978	0.0	0.0	0.0009345794392523365	0.006131299536413937	0.0006469351447517387	0.0012877115526122149	0.0
Bacteria|Cyanobacteria|Vampirivibrionia|Gastranaerophilales|Gastranaerophilales	0.0002940128296507484	0.0	0.0007458132754763035	0.00028711470232357824	0.0	0.0	0.0021927061017718076	0.0005016660266812005	0.0001889311534876691	0.0	0.0005192107995846313	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Clostridia|Eubacteriales|Anaerofustaceae	0.0	7.579489900329708e-05	0.0	0.0003281310883698037	7.566585956416465e-05	0.00018988944214701662	0.0	0.000111481339262489	0.0003652668967428269	0.0011869608013432922	0.0	0.0	0.0004043344654698367	0.0	0.0
Bacteria|Actinobacteriota|Actinobacteria|Micrococcales|Micrococcaceae	0.0	0.0	7.203878229032477e-05	0.0	0.0003404963680387409	0.0	0.0018146533256042543	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae	0.0003563791874554526	0.0008242695266608557	0.0	0.0	0.0	0.0	0.001789449807193084	0.000222962678524978	0.0	0.0	0.0	0.0006729475100942127	0.0013747371825974446	0.0	0.0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|uncultured	0.00013364219529579473	0.0	0.0003305308834497254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Clostridia	0.0	0.0005968848296509645	0.0	0.0007177867558089457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Actinobacteriota|Coriobacteriia|Coriobacteriales|Coriobacteriales_Incertae_Sedis	0.0	0.0	0.0	0.0	0.0	0.0	0.0015374146230813822	0.0	0.0	0.0	0.0	0.00044863167339614175	0.0	0.0003883574523751124	0.0
Bacteria|Deferribacterota|Deferribacteres|Deferribacterales|Deferribacteraceae	0.00067712045616536	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00012595410232511272	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Clostridia|Oscillospirales	0.0006414825374198147	0.0	0.0	0.00016406554418490186	0.0	0.0	0.0	0.00021057586305136812	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Bacilli|Staphylococcales|Staphylococcaceae	0.0	0.0	2.54254525730558e-05	0.0	0.00011349878934624698	0.0	0.0013609899942031909	0.0	0.0	0.0	0.005711318795430945	0.0	0.0016173378618793467	0.0	0.0
Bacteria|Firmicutes|Bacilli|Acholeplasmatales|Acholeplasmataceae	0.0003652886671418389	0.00010421798612953348	2.9663028001898435e-05	0.0	0.0	0.0	0.0	0.0003716044642082967	0.0	0.0	0.0	0.0002990877822640945	0.0	6.13195977434388e-05	0.0
Bacteria|Proteobacteria|Gammaproteobacteria|Burkholderiales|Oxalobacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0006552914786904252	0.0	0.0	0.0004342539517109606	0.0	0.0	0.0	0.0004292371842040716	0.013168086754453912
Bacteria|Bacteroidota|Bacteroidia|Flavobacteriales|Weeksellaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012468318207832557	0.0
Bacteria|Actinobacteriota|Actinobacteria|Corynebacteriales|Corynebacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005919003115264798	0.0	0.0	0.0	0.0
Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales|Caulobacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009720352923583072	0.0	0.0006336358433488676	0.0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Beijerinckiaceae	0.0	0.0	0.0	6.15245790693382e-05	0.00031023002421307506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0009325301812132974	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Clostridia|Clostridia|Hungateiclostridiaceae	0.0001781895937277263	0.00011369234850494561	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Clostridia|uncultured|uncultured	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00039045771720784946	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Bacilli|Izemoplasmatales|Izemoplasmatales	0.0	0.00010421798612953348	0.0	0.0	0.0	0.0	0.0	0.00011767474699929395	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Chloroflexi|Chloroflexia|Chloroflexales|Chloroflexaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001796088243673434	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Clostridia|Peptostreptococcales-Tissierellales	0.0	0.0	0.0	0.0	0.0	0.00025318592286268884	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae	0.0	0.0	0.0	0.0	0.0	9.494472107350831e-05	0.0005796809234569146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Acidobacteriota|Blastocatellia|Blastocatellales|Blastocatellaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.000378052776167553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Cyanobacteria|Cyanobacteriia|Chloroplast|Chloroplast	0.0	0.0	0.0	0.0	0.0	0.0	0.0003528492577563828	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Campilobacterota|Campylobacteria|Campylobacterales|Campylobacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0003276457393452126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Firmicutes|Bacilli|Lactobacillales|Aerococcaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012461059190031153	0.0008224914012262599	0.0	0.0	0.0
Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Erwiniaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000138549512557624	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Gemmatimonadota|Gemmatimonadetes|Gemmatimonadales|Gemmatimonadaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0028401755744900596
Bacteria|Campilobacterota|Campylobacteria|Campylobacterales|Helicobacteraceae	0.0	6.632053662788494e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002026518441317816	0.0	0.0	0.0	0.0	0.0
Bacteria|Actinobacteriota|Actinobacteria|Micrococcales|Intrasporangiaceae	0.0	2.8423087126236403e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
